Series Name,Series Code,Country Name,Country Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Australia,AUS,..,112.688293457031,110.139221191406,109.759559631348,103.322090148926,109.993309020996,119.682777404785,119.679389953613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.8077774047852,75.533317565918,71.2437973022461,66.9492263793945,64.7449035644531,38.9267807006836,37.3889007568359,34.6341590881348,32.4942817687988,31.8232803344727,30.1694793701172,29.9956302642822,28.1948204040527,26.9853496551514,26.057149887085,25.3027191162109,25.3438606262207,24.9995193481445,25.0701808929443,25.0607490539551,24.8880195617676,24.4527702331543,23.3929290771484,21.8469390869141,19.6401805877686,18.5255508422852,17.6301708221436,16.6101608276367,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Austria,AUT,..,93.940071105957,88.7071990966797,86.3234329223633,85.8698883056641,83.8392562866211,82.8496932983398,82.2563095092773,81.0195693969727,80.9616012573242,79.5471267700195,77.2625122070312,75.0402526855469,67.9915771484375,66.1983871459961,63.8021202087402,..,..,..,..,..,..,..,..,53.5619506835938,50.9492988586426,49.1923789978027,46.1729011535645,42.8672904968262,40.2359390258789,38.0685615539551,34.8315391540527,32.9034996032715,31.0666694641113,29.6070709228516,27.6807403564453,26.3829307556152,25.0215301513672,23.2095394134521,22.1693897247314,21.6215591430664,21.6765403747559,20.7874908447266,19.8440494537354,19.1126899719238,18.7034492492676,17.8592700958252,15.828929901123,15.0923404693604,14.3094501495361,13.0324296951294,11.6728096008301,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Azerbaijan,AZE,41.7732887268066,38.866081237793,36.1521987915039,31.5401992797852,27.7084999084473,27.0674095153809,25.926420211792,25.4832000732422,23.1597309112549,21.4404296875,20.4384593963623,19.647310256958,19.2600402832031,19.057710647583,19.0478897094727,19.3645992279053,19.7894592285156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3343200683594,..,..,..,..,..,..,19.1994495391846,17.7493095397949,16.0913391113281,14.0448398590088,12.8857698440552,11.1857595443726,14.7000999450684,15.8055295944214,17.7723903656006,23.8687191009521,24.9125308990479,26.7144908905029,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bahrain,BHR,77.2444915771484,70.7630310058594,56.6339988708496,53.6918601989746,48.5386581420898,45.1864395141602,43.6653099060059,43.6383781433105,44.1516189575195,42.9303894042969,47.3633117675781,46.54248046875,..,..,..,..,19.7194690704346,22.4983291625977,..,29.3518600463867,..,..,..,16.9030494689941,..,..,14.0482397079468,14.3069496154785,15.3262500762939,16.5564804077148,16.0440902709961,15.8705997467041,..,..,10.3561401367188,7.03387022018433,8.91201019287109,9.23805046081543,..,..,5.6450400352478,4.68036985397339,3.22596001625061,2.70175004005432,3.1211199760437,3.30297994613647,2.00634002685547,2.05707001686096,2.06456995010376,1.32729995250702,1.33413004875183,1.38776004314423,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bangladesh,BGD,22.8396492004395,23.40016746521,22.538854598999,22.8052139282227,19.70263671875,18.5305080413818,17.4021797180176,15.5907163619995,13.6534414291382,13.6510944366455,13.667537689209,13.5724172592163,..,10.8163499832153,8.84245014190674,7.86712980270386,7.24171018600464,6.29582977294922,5.72883987426758,6.19688987731934,6.13536977767944,6.42439985275269,5.46036005020142,5.47931003570557,..,..,..,..,..,..,..,..,4.32926988601685,3.82814002037048,3.9222400188446,4.60726976394653,5.3514199256897,5.48542022705078,5.34712982177734,4.85226011276245,3.82046008110046,3.10770010948181,3.10870003700256,3.06245994567871,2.07190990447998,2.49397993087769,2.22503995895386,..,2.77257990837097,2.21124005317688,2.22625994682312,..,2.04375004768372,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,65.0382232666016,68.3118209838867,74.0143585205078,..,59.9852714538574,..,..,..,..,..,40.8927803039551,41.5436096191406,35.7623100280762,..,..,..,..,..,27.392219543457,29.7782192230225,28.6582202911377,18.2279090881348,18.2773494720459,..,..,..,20.1986198425293,19.0768203735352,..,17.1072196960449,13.637900352478,..,..,..,..,..,..,5.38762998580933,5.02104997634888,4.191810131073,3.25720000267029,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belarus,BLR,70.8675689697266,73.9591369628906,76.8908920288086,80.1720199584961,84.5396423339844,91.3261489868164,94.7553405761719,98.0328598022461,99.8547286987305,101.424392700195,98.5973968505859,91.2559967041016,82.6692733764648,75.9017486572266,70.5071029663086,69.5346298217773,66.4904403686523,63.722110748291,60.8694190979004,59.4798316955566,56.8730087280273,54.3443717956543,51.8044013977051,49.4420700073242,46.6532287597656,43.182071685791,43.0518112182617,39.7630500793457,41.1089706420898,43.0419387817383,43.3319892883301,46.6668090820312,47.6654586791992,46.8157615661621,47.3447113037109,47.5869293212891,47.3459205627441,45.9478797912598,43.5607490539551,41.4009704589844,39.411319732666,38.4157485961914,37.0667495727539,..,..,..,35.966381072998,..,..,..,..,37.5171089172363,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belgium,BEL,..,82.6882019042969,79.4996032714844,79.3044815063477,79.1237487792969,80.7738189697266,77.2435073852539,76.423942565918,74.0397262573242,71.7841110229492,69.7490615844727,67.7034072875977,66.8578872680664,64.9798431396484,62.7642097473145,62.461841583252,63.3717384338379,62.8203315734863,62.0411491394043,59.6124610900879,58.1100807189941,56.7148895263672,56.201831817627,56.1862907409668,..,..,57.4932518005371,55.4692993164062,49.2716903686523,45.4761505126953,..,39.2387084960938,37.9722785949707,36.0025901794434,34.4548301696777,33.2479209899902,31.8163394927979,31.0939197540283,28.3601894378662,27.3860893249512,26.6390800476074,24.5918598175049,25.0032997131348,25.445369720459,24.0298595428467,..,..,20.3807392120361,20.2209205627441,19.41748046875,17.6984901428223,17.4224090576172,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Belize,BLZ,23.7802906036377,23.5184001922607,25.7016506195068,25.0688591003418,24.6455898284912,24.7719898223877,24.3196296691895,23.273889541626,23.8641395568848,23.8531093597412,23.8754291534424,21.4217891693115,21.4436492919922,21.9749698638916,18.7439098358154,17.8864498138428,16.8771591186523,16.0521106719971,15.5943098068237,16.1856803894043,16.9803295135498,15.0931301116943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01723003387451,0.94990998506546,..,0.883249998092651,1.08633005619049,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Benin,BEN,..,..,10.8024797439575,10.7973299026489,12.0070600509644,11.7388401031494,12.3617095947266,12.9073896408081,15.196590423584,15.3102397918701,13.3533802032471,12.2822198867798,13.1351699829102,9.74950981140137,7.66394996643066,7.7589898109436,6.47643995285034,5.65152978897095,5.71906995773315,5.66462993621826,5.1319899559021,4.36625003814697,3.62698006629944,3.20745992660522,..,2.51360011100769,2.05464005470276,2.0343599319458,1.95361995697021,2.00092005729675,2.19625997543335,2.32081007957458,2.02301001548767,2.20922994613647,2.06945991516113,2.12834000587463,2.24176001548767,1.86591994762421,1.80426001548767,1.74844002723694,1.61880004405975,1.36494994163513,0.996079981327057,0.919040024280548,1.0393899679184,0.944249987602234,0.713479995727539,0.659449994564056,0.681900024414062,0.424690008163452,0.234990000724792,0.128429993987083,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bermuda,BMU,..,..,..,..,22.8644790649414,22.4178009033203,..,31.9435291290283,35.0966110229492,37.1384582519531,38.2749290466309,38.6973190307617,37.2359199523926,39.8483085632324,31.5060596466064,30.4764595031738,33.1868095397949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0388202667236,12.264760017395,9.01861953735352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bhutan,BTN,17.5290336608887,17.706148147583,16.850284576416,15.9078016281128,14.8788833618164,14.7713375091553,..,..,..,10.3402395248413,7.59584522247314,7.69609975814819,6.57141065597534,6.29070997238159,6.57383012771606,5.53646993637085,5.1098198890686,4.86986017227173,..,..,..,..,..,2.77209997177124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.735480010509491,..,..,0.918110013008118,0.780049979686737,0.428660005331039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bosnia and Herzegovina,BIH,44.6326713562012,43.5776786804199,40.8813400268555,41.597038269043,43.1571083068848,46.4159202575684,48.668140411377,48.6234397888184,48.9852485656738,47.2628288269043,41.8755912780762,39.7756309509277,37.2449798583984,36.3721618652344,34.5916786193848,31.3900508880615,27.6716403961182,24.6647491455078,21.4100608825684,19.2174396514893,17.4088096618652,17.2063007354736,15.8103504180908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Botswana,BWA,..,22.9046497344971,24.0127906799316,22.9742908477783,..,22.4400691986084,23.2882499694824,27.1673908233643,24.6215991973877,25.6314506530762,20.8391494750977,16.9406700134277,18.9607105255127,21.4034805297852,13.9393796920776,10.0200796127319,9.87771987915039,9.04421997070312,9.35762023925781,8.87353992462158,7.6390700340271,7.30689001083374,6.76557016372681,6.02573013305664,5.71330976486206,..,5.39335012435913,5.060959815979,5.40506982803345,4.95660018920898,..,4.14524984359741,..,..,..,2.39398002624512,2.16305994987488,1.82940995693207,1.65828001499176,1.45615994930267,1.38364994525909,1.24346995353699,1.19220995903015,1.00104999542236,0.939520001411438,0.817409992218018,0.742240011692047,0.711979985237122,0.473949998617172,0.432920008897781,0.376980006694794,0,0,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brazil,BRA,..,56.8306198120117,54.5727996826172,52.6240615844727,51.1916885375977,50.0267486572266,48.3333396911621,48.4340400695801,47.1568717956543,44.3393707275391,43.2308502197266,..,..,..,..,..,..,..,..,..,..,..,..,14.6957998275757,13.4665203094482,..,11.9040498733521,..,11.3403997421265,11.0923299789429,10.8397903442383,11.1968898773193,10.7807703018188,10.7324104309082,10.7011299133301,10.518349647522,10.4311800003052,..,..,11.0390300750732,10.9449100494385,11.0865898132324,11.3112201690674,11.0786800384521,10.6536798477173,10.385479927063,10.1485004425049,10.191309928894,9.20786952972412,7.81045007705688,7.13482999801636,6.04819011688232,4.76611995697021,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,British Virgin Islands,VGB,31.3563404083252,32.7071304321289,..,26.0911293029785,17.1175594329834,..,42.3565292358398,43.1178283691406,..,..,..,..,..,71.0263900756836,..,..,..,..,65.8169174194336,..,48.3110313415527,44.451831817627,50.3693809509277,58.5099105834961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brunei Darussalam,BRN,..,..,32.6983299255371,31.3982181549072,31.5352935791016,34.9116706848145,34.4228515625,36.9782218933105,28.8455085754395,24.0158290863037,22.1413593292236,17.1019992828369,14.6287097930908,15.3142099380493,14.0476999282837,13.3380498886108,13.0625400543213,13.1851100921631,13.3302602767944,12.8312997817993,13.0799102783203,13.9702396392822,13.0841703414917,12.7613401412964,10.5022497177124,..,..,..,6.14812994003296,5.78868007659912,5.44505977630615,..,..,..,..,3.86107993125916,2.50177001953125,..,2.56183004379272,0.923420011997223,..,..,..,2.06625008583069,..,1.75076997280121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
