Country,patents_number,Year,ISO,Total Deaths,total_affected,total_damage,Tertiary,GDP,Population,FDI,consumption
colombia,27.6667,2018,col,46.0,60008.0,0.0,57.3205413818359,6782.037920331896,49276961.0,11298692773.8486,83.5398378806852
colombia,24.0,2019,col,305.0,119541.0,0.0,56.6663017272949,6436.509215295313,50187406.0,13989154028.3683,84.4418471267881
colombia,18.5,2020,col,129.0,334439.0,180923.0,55.7331085205078,5304.289128866366,50930662.0,7458624984.21929,87.9934892988367
colombia,8.0,2021,col,65.0,50480.0,0.0,58.3159217834473,6182.707098679686,51516562.0,9561335276.67571,88.6196047916041
finland,31.5,1990,fin,0.0,0.0,22398.0,45.2597808837891,28364.64507659225,4986431.0,812172838.219176,70.925361976275
finland,54.0,1998,fin,11.0,33.0,0.0,76.7278900146484,26009.269488618163,5153498.0,12514915951.3826,69.6631638361804
finland,125.8485,2004,fin,24.0,15.0,0.0,90.1379318237305,37772.178111039786,5228172.0,6777097341.61981,70.5640030738608
finland,119.1667,2005,fin,0.0,400.0,0.0,91.9409408569336,39054.85044238253,5246096.0,10867806670.7033,71.0487166564453
france,0.0,1977,fra,26.0,25000.0,0.0,25.155179977417,7566.66255936088,54221988.0,1896159371.65279,74.58434781475
france,1.0,1978,fra,3.0,1000.0,0.0,26.1239891052246,9299.747373388973,54486195.0,2471468400.48404,74.639431351401
france,8.0,1979,fra,11.0,2.0,0.0,24.4912300109863,11213.023621162083,54753575.0,2588309412.66379,74.7442304311795
france,10.0,1980,fra,14.0,313.0,0.0,25.3386707305908,12738.52005243679,55052582.0,3282773277.87031,75.7896717356177
france,10.0,1981,fra,180.0,0.0,0.0,25.7001991271973,11116.861057850043,55371044.0,2469631624.9973,77.9524887986902
france,24.25,1982,fra,83.0,18.0,1061442.0,27.2120208740234,10501.60913452159,55694106.0,1585298782.09975,78.6571078979298
france,11.0833,1983,fra,55.0,4732.0,1790895.0,27.7231197357178,9998.975219030875,55992656.0,1725670868.53761,78.5169220552426
france,18.8333,1985,fra,130.0,435.0,0.0,29.2940998077393,9778.085305386809,56569195.0,2595492779.80055,79.1993812764868
france,33.6667,1986,fra,5.0,2000.0,0.0,29.836799621582,13566.66077292849,56865193.0,3255870956.36327,78.3641216013828
france,17.1667,1987,fra,43.0,16.0,4378554.0,30.3171501159668,16340.725971329914,57168409.0,5139716801.65678,78.8350936876083
france,38.9762,1988,fra,89.0,343.0,1237354.0,31.3626308441162,17727.51083427789,57472651.0,8489906284.29327,77.3160832887491
france,22.0,1989,fra,65.0,0.0,3777207.0,34.8746299743652,17747.58159809438,57766282.0,10303924628.9084,76.4170045561171
france,48.5333,1990,fra,73.0,22.0,4278111.0,37.1800117492676,21865.555253934806,58044701.0,13183285334.811,76.3748331824144
france,82.2,1991,fra,74.0,2570.0,1658909.0,39.3352088928223,21675.706087971877,58557577.0,15152742089.8424,76.7117490530867
france,75.3333,1992,fra,174.0,2625.0,834270.0,42.4382705688477,23814.227367599025,58849943.0,21839501253.074,77.3704821381046
france,107.7833,1993,fra,53.0,1804.0,2329759.0,45.4095916748047,22380.331904695027,59106166.0,20754044035.6782,78.7765548073362
france,121.75,1994,fra,13.0,410.0,197440.0,49.6853713989258,23496.367675720998,59327585.0,15797125294.9865,78.1881347643421
france,127.4167,1995,fra,48.0,5032.0,1466123.0,51.3481597900391,26889.42505548326,59543659.0,23736300874.0228,77.8870581552739
france,155.75,1996,fra,5.0,1380.0,11214.0,53.614070892334,26870.285238093675,59756533.0,21971888803.0024,78.5957616033654
france,213.25,1997,fra,77.0,11415.0,18232.0,54.3035583496094,24226.884686753947,59969944.0,23047924754.756,77.535104662289
france,233.0,1998,fra,51.0,713.0,269300.0,54.0280609130859,24971.57448856316,60192790.0,29518429032.2114,76.573197938303
france,267.0,1999,fra,218.0,3504439.0,21980149.0,53.0050811767578,24678.391061321785,60504420.0,45971216472.0884,76.2440230150057
france,304.5,2000,fra,125.0,2531.0,0.0,50.6030807495117,22416.42541791499,60921384.0,41389082664.7628,76.183242762506
france,299.0833,2001,fra,48.0,34984.0,218747.0,50.4472885131836,22449.339693117465,61367388.0,50142053918.8909,76.2627096606423
france,338.2333,2002,fra,52.0,3751.0,1937745.0,50.2516899108887,24288.270019350828,61816234.0,51550483853.8509,76.6943417710597
france,386.4333,2003,fra,19565.0,30171.0,9386247.0,52.3169784545898,29627.924263529992,62256970.0,42350800678.3509,77.3877667161761
france,482.8111,2004,fra,39.0,54.0,0.0,53.4576301574707,33797.16244184357,62716306.0,35608535812.8719,77.0976732066955
france,523.9,2005,fra,71.0,4080.0,14986.0,53.8823318481445,34768.175903752526,63188395.0,85137061931.2536,77.4619246222192
france,583.45,2006,fra,1406.0,622.0,0.0,53.8754196166992,36470.212839931344,63628261.0,78957053786.1349,76.9955485239031
france,698.0,2007,fra,31.0,924.0,352864.0,52.9475402832031,41557.62356481789,64021737.0,83777598395.4499,76.5494292660815
france,850.25,2008,fra,5.0,2706.0,108742.0,52.4755210876465,45515.96175334728,64379696.0,67997446904.9733,77.0284785030968
france,959.8667,2009,fra,18.0,200.0,4365193.0,52.7731018066406,41737.76355181374,64710879.0,18422928061.9131,79.4582482537381
france,1027.6278,2010,fra,81.0,500079.0,7690301.0,54.881721496582,40676.064791319084,65030575.0,38889439213.3126,79.344947022712
france,1087.7167,2011,fra,6.0,2300.0,0.0,55.6257286071777,43846.466076480116,65345233.0,44205811126.5792,78.7270406812384
france,1259.5119,2012,fra,12.0,0.0,0.0,57.9090118408203,40870.85236457343,65662240.0,32944663317.8722,78.6693725213088
france,1281.3405,2013,fra,10.0,2192.0,822851.0,59.8487586975098,42602.71796526708,66002289.0,31589283790.5549,78.7473862749145
france,1300.8238,2014,fra,22.0,4000.0,599561.0,61.5104789733887,43068.54872417324,66312067.0,5804878132.66635,78.4355964489142
france,1258.8333,2015,fra,3352.0,797.0,1140902.0,62.7859306335449,36652.92230521776,66548272.0,42825414105.9409,77.8541251219051
france,1204.5389,2016,fra,30.0,30.0,2926461.0,64.7276763916016,37062.53357238389,66724104.0,32803666728.594,77.9956752721083
france,998.6611,2017,fra,3.0,12183.0,656660.0,65.8022308349609,38781.04948708397,66918020.0,35868111746.0373,77.6283909139742
france,1032.8238,2018,fra,23.0,4256.0,1062899.0,67.5435180664062,41557.854858886865,67158348.0,77493098693.2378,77.1533605889377
france,1087.3071,2019,fra,1451.0,3242.0,475056.0,67.7331314086914,40494.89829362692,67388001.0,53499337503.7413,76.5927220441124
france,1112.2381,2020,fra,1944.0,13917.0,1153382.0,68.4094924926758,39055.28292807473,67571107.0,19368829836.4655,78.0410745903931
france,1220.231,2021,fra,33.0,2402.0,6083798.0,68.974853515625,43658.97897812225,67749632.0,95864839855.8147,76.9848983940805
greece,0.0,1977,grc,27.0,1600.0,135201.0,21.2996597290039,3886.374451467589,9308479.0,387000000.0,74.9697684605453
greece,0.0,1978,grc,50.0,600100.0,1121569.0,20.3933601379395,4694.633781719799,9429959.0,428000000.0,74.8658935429417
greece,0.0,1979,grc,22.0,140.0,0.0,21.0167999267578,5705.9493705481145,9548258.0,613000000.0,74.5589799702137
greece,0.0,1980,grc,1.0,17.0,17756.0,20.4611301422119,5893.661892691281,9642505.0,672000000.0,76.0780353760259
greece,0.0,1981,grc,45.0,80904.0,2896776.0,20.7737197875977,5380.267619632108,9729350.0,520000000.0,78.7204598179742
greece,0.0,1983,grc,12.0,487.0,0.0,22.1079692840576,5019.878770568773,9846627.0,439000000.0,80.4647137766599
greece,1.0,1984,grc,0.0,200.0,0.0,22.8085594177246,4852.565667377189,9895801.0,485000000.0,78.4879141510897
greece,0.0,1985,grc,23.0,0.0,0.0,24.6208095550537,4813.711204746942,9934300.0,447000000.0,78.1890847961367
greece,0.0,1986,grc,20.0,45300.0,2029204.0,25.5263500213623,5656.505331645277,9967213.0,471000000.0,77.9144938263407
greece,0.0,1987,grc,1048.0,0.0,901467.0,26.6875705718994,6564.884427121931,10000595.0,683000000.0,82.5154368063997
greece,0.0,1988,grc,56.0,25.0,0.0,24.789119720459,7598.028005484678,10036983.0,907000000.0,80.8369301965473
greece,0.0,1989,grc,34.0,0.0,0.0,23.9437103271484,7846.678122422778,10089498.0,752000000.0,82.6991840287357
greece,1.0,1990,grc,4.0,61.0,2239848.0,24.4765300750732,9600.185235066027,10196792.0,1005000000.0,84.0586855169387
greece,3.0,1991,grc,71.0,200.0,0.0,35.6041412353516,10188.36978012384,10319927.0,1135000000.0,83.0315081768916
greece,1.0,1993,grc,1.0,2121.0,0.0,37.6699600219727,10401.98301460955,10460415.0,977000000.0,85.1514918675174
greece,3.5,1994,grc,24.0,1000.0,864193.0,39.6286506652832,11091.28384727787,10512922.0,981000000.0,84.4724427825841
greece,2.0,1995,grc,52.0,30974.0,1676036.0,37.2607803344727,12959.324290811457,10562153.0,1053000000.0,85.7857208856554
greece,6.0,1996,grc,20.0,1500.0,0.0,41.2094802856445,13749.115112067906,10608800.0,1058000000.0,85.568449663097
greece,3.3333,1997,grc,84.0,0.0,291713.0,45.1309204101562,13427.83250550021,10661259.0,984000000.0,84.3888171077902
greece,8.0,1998,grc,17.0,1200.0,1211852.0,46.210090637207,13472.137609262276,10720509.0,71200000.0,84.4996135078006
greece,10.0,1999,grc,157.0,115139.0,7378960.0,47.509090423584,13249.663323924215,10761698.0,82701091.4183123,84.7157325540908
greece,4.5,2000,grc,137.0,7503.0,5099.0,51.8473587036133,12072.92935691957,10805808.0,-8195469.28845516,85.1532294328989
greece,4.0,2001,grc,11.0,1350.0,0.0,58.9337615966797,12549.036894906041,10862132.0,2001266.56220201,84.8711450459643
greece,8.0,2002,grc,41.0,569.0,0.0,66.089111328125,14177.572159270456,10902022.0,34180546.5370639,85.3735829841099
greece,9.0,2003,grc,37.0,540.0,954525.0,71.9906463623047,18518.3788387396,10928070.0,1408086698.62351,83.7259205802761
greece,9.0,2004,grc,54.0,7.0,526794.0,79.7857208251953,21995.477943745977,10955141.0,2147927926.7584,83.1750425303407
greece,2.5,2005,grc,121.0,0.0,0.0,89.7935180664062,22560.14729390767,10987314.0,688484256.649083,86.1771248669309
greece,13.5,2006,grc,4.0,3690.0,8215.0,94.2239379882812,24821.936745187915,11020362.0,5411403362.23117,84.3503196488515
greece,24.8333,2007,grc,130.0,5998.0,2470049.0,89.7303695678711,28863.973288501784,11048473.0,1957124444.19442,85.3527365803468
greece,14.0,2010,grc,1.0,150.0,0.0,104.379302978516,26716.64882602805,11121341.0,532926980.500431,89.6148226497623
greece,15.25,2011,grc,43.0,11.0,0.0,109.845771789551,25483.882564493288,11104899.0,1092191387.83039,91.8237894348176
greece,14.0,2012,grc,33.0,200.0,0.0,113.724617004395,21912.998287951716,11045011.0,1662090329.838,92.4781955826925
greece,10.5,2013,grc,12.0,0.0,0.0,115.288063049316,21787.787763603636,10965211.0,2945271844.68569,90.5181417085797
greece,19.0,2014,grc,86.0,77025.0,776338.0,118.675216674805,21616.710009490464,10892413.0,2697339246.05447,89.6628503910515
greece,12.0,2016,grc,467.0,312.0,68284.0,127.080291748047,17923.966813472132,10775971.0,2698544612.16074,88.607393979728
greece,15.8333,2017,grc,42.0,6875.0,0.0,132.302368164062,18582.089341163297,10754679.0,3439131879.75517,89.4881029654104
greece,11.0,2018,grc,116.0,4718.0,0.0,138.393676757812,19756.99045625466,10732882.0,4025447788.57703,89.0141644515381
greece,15.0,2019,grc,7.0,123.0,0.0,142.388107299805,19144.284387555675,10721582.0,4999635989.53693,89.2276355917922
greece,12.0,2020,grc,22.0,5789.0,33923.0,143.310684204102,17658.94730111891,10698599.0,3303648833.22836,93.280626482779
greece,9.0,2021,grc,29.0,12647.0,669617.0,150.201766967773,20192.596303906073,10641221.0,6132475888.3553,90.0692832184979
hungary,8.5,1992,hun,16.0,0.0,800899.0,14.8368301391602,3735.1058203427647,10369341.0,1479165393.92739,83.5554947064802
hungary,6.0,1994,hun,31.0,59.0,0.0,18.995059967041,4173.373024054412,10343355.0,1144083870.1178,83.645790508464
hungary,5.5,1995,hun,0.0,0.0,115231.0,21.2722301483154,4494.707624059479,10328965.0,4804151332.43276,76.8616134065669
hungary,11.0,1996,hun,11.0,220.0,0.0,23.3904590606689,4525.040091251653,10311238.0,3288936448.51943,74.7175949359091
hungary,10.0,1997,hun,0.0,0.0,18232.0,25.2151508331299,4596.183442560578,10290486.0,4164123319.5914,72.7561644269777
hungary,8.0,1999,hun,48.0,133495.0,515473.0,33.0597610473633,4793.477848263973,10237530.0,3384965975.25316,75.5743264086776
hungary,4.0,2000,hun,1.0,2000.0,93473.0,37.8087615966797,4624.282202961283,10210971.0,2747712559.81382,75.6259207034016
hungary,8.0,2001,hun,81.0,10000.0,8264.0,42.3074607849121,5276.033189054955,10187576.0,4058819560.69834,75.0552124529993
hungary,23.0,2002,hun,19.0,1462.0,48810.0,47.3539390563965,6655.333008653189,10158608.0,3643428379.51995,76.4427428258999
hungary,15.5,2003,hun,40.0,5.0,159088.0,54.6319618225098,8419.432122159595,10129552.0,4157510420.33352,79.3280097957079
hungary,12.5,2004,hun,0.0,393.0,0.0,61.5049018859863,10301.701700976802,10107146.0,4538099567.15789,76.9368242883641
hungary,11.0,2005,hun,52.0,0.0,71931.0,64.9763336181641,11223.399303259817,10087065.0,27489690204.0215,76.8110649071125
hungary,11.5,2006,hun,47.0,32300.0,14517.0,66.3979721069336,11489.560865408774,10071370.0,18678720024.6862,75.2191717132376
hungary,12.0,2007,hun,500.0,0.0,0.0,66.2641830444336,13940.906745526674,10055780.0,70631297038.9164,75.0369184121544
hungary,23.5,2008,hun,17.0,500.0,0.0,63.9729499816895,15772.327029297918,10038188.0,75107772943.2045,74.8986346540749
hungary,21.0,2010,hun,10.0,9270.0,728767.0,60.7484703063965,13217.504595110762,10000023.0,-20770280260.78,74.0659855144023
hungary,23.0,2011,hun,14.0,2.0,0.0,59.9982109069824,14234.471576936987,9971727.0,10740966550.9834,73.4838375592127
hungary,23.6667,2012,hun,16.0,0.0,0.0,60.6758918762207,12984.836573013334,9920362.0,10815928328.3018,73.7291239109812
hungary,23.5,2013,hun,0.0,64365.0,0.0,57.2072296142578,13715.070359036083,9893082.0,-3586600504.51759,71.9046150088184
hungary,17.6667,2014,hun,0.0,6500.0,0.0,52.8166618347168,14294.258418075098,9866468.0,13060104658.7999,70.0921547630345
hungary,27.5,2016,hun,0.0,2282.0,0.0,49.4762191772461,13104.699545745778,9814023.0,69681210262.328,70.0458887874404
hungary,23.5,2017,hun,0.0,1298.0,0.0,49.9092292785645,14621.239595675515,9787966.0,-12133055292.6452,70.2861382439616
hungary,25.0,2018,hun,179.0,0.0,0.0,50.8984184265137,16425.205029969296,9775564.0,-64364899191.4145,68.9406848318298
hungary,19.0833,2019,hun,25.0,150000.0,0.0,52.3602600097656,16786.213639907455,9771141.0,98480187616.2402,69.2989248038986
iceland,0.5,1983,isl,4.0,0.0,0.0,23.025749206543,11671.824890551567,236977.0,-23400000.0,75.1861932666337
iceland,0.0,1984,isl,0.0,0.0,0.0,23.4141998291016,11959.524287655448,239511.0,13700000.0,75.238751012202
iceland,0.0,1988,isl,0.0,280.0,0.0,21.3222007751465,24451.98279166145,249740.0,-14800000.0,78.3633902740926
iceland,2.0,1995,isl,34.0,83.0,11118.0,35.4894485473633,26633.605099504774,267468.0,-9309003.2336037,78.3586599422382
iceland,0.0,1996,isl,0.0,0.0,30786.0,35.7098503112793,27614.877027312217,268916.0,83381484.1223949,78.7487761258367
iceland,0.0,2000,isl,0.0,199.0,40788.0,45.9174499511719,32096.37226136954,281205.0,155160734.106047,81.9473811082838
iceland,3.0,2010,isl,0.0,0.0,0.0,78.5030899047852,43237.07294889581,318041.0,256982201.688046,76.2447988276586
ireland,0.0,1979,irl,50.0,0.0,0.0,16.3278694152832,5429.962000874791,3373750.0,336680000.0,86.2996582144885
ireland,0.0,1981,irl,46.0,129.0,0.0,18.1243305206299,5986.154108939203,3453000.0,203449999.9,88.8584597030683
ireland,0.0,1983,irl,10.0,0.0,0.0,20.9504108428955,5915.241771643414,3510600.0,169650000.0,81.7687657031586
ireland,1.0,1985,irl,329.0,0.0,0.0,22.0167999267578,6011.7355464232005,3538082.0,163660000.0,80.8838045327315
ireland,0.0,1986,irl,11.0,0.0,0.0,22.8117408752441,8112.171363164533,3539690.0,250293354.5,81.4449676638591
ireland,0.0,1987,irl,0.0,0.0,0.0,23.8583202362061,9581.913085724145,3540057.0,322476620.4,79.6761859064745
ireland,1.0,1990,irl,2.0,0.0,246383.0,28.2458190917969,14031.302567546856,3513974.0,621910999.9,74.4215658835292
ireland,0.5,1991,irl,0.0,0.0,8595.0,28.9975299835205,14087.207439370819,3534235.0,1361667999.9,75.7881461483155
ireland,10.5,1993,irl,3.0,3500.0,76983.0,34.1366195678711,14657.06155498047,3576261.0,1077890000.0,74.2340210182907
ireland,5.0,1994,irl,29.0,0.0,0.0,37.343620300293,15902.92967551677,3590386.0,856979000.0,73.8697757298419
ireland,12.0,1996,irl,2.0,0.0,1866.0,40.5706481933594,20835.89771308466,3637510.0,2617483000.0,69.3244388534546
ireland,10.1667,1998,irl,2.0,0.0,90.0,45.375789642334,24294.85476740075,3712696.0,8862216910.7467,64.1177633736244
ireland,15.5,1999,irl,8.0,700.0,175690.0,47.3059997558594,26338.1077543817,3754786.0,18210641713.9077,62.4781557712244
ireland,18.6667,2000,irl,3.0,1374.0,169951.0,49.4498100280762,26334.567205050083,3805174.0,25779436152.5705,61.6693458459749
ireland,17.0,2002,irl,0.0,300.0,0.0,53.5348014831543,32705.434556569817,3931947.0,29323796527.2223,60.367501720284
ireland,16.0,2003,irl,0.0,1.0,0.0,55.8461685180664,41203.52958475685,3996521.0,22781292817.2057,60.5205385191248
ireland,19.0,2004,irl,0.0,200.0,0.0,58.9219093322754,47754.202319424396,4070262.0,-10607612697.3484,59.9311041637278
ireland,33.5,2005,irl,0.0,0.0,0.0,58.8693199157715,50933.021609558884,4159914.0,47001243614.0878,59.6917497669573
ireland,59.5,2009,irl,0.0,0.0,0.0,56.503978729248,52133.09061625439,4535375.0,53974309647.0524,67.3162194416882
ireland,73.6667,2021,irl,0.0,0.0,0.0,78.7776031494141,100172.07925342052,5033165.0,81018660489.7563,36.5401221011167
japan,0.0,1977,jpn,41.0,23119.0,164173.0,28.5044097900391,6335.286870684684,113872000.0,21000000.0,64.7408643651861
japan,5.0,1978,jpn,88.0,2022966.0,3880630.0,30.500919342041,8820.69334257397,114913000.0,8000000.0,64.5255680930211
japan,14.0,1979,jpn,94.0,28050.0,0.0,30.7336292266846,9103.564755626381,115890000.0,239000000.0,65.4918032691535
japan,10.0,1980,jpn,88.0,17328.0,3551.0,30.6837291717529,9463.352464002375,116807000.0,278000000.0,65.7646033851682
japan,22.0,1981,jpn,203.0,82878.0,0.0,30.1805591583252,10360.176701596023,117661000.0,189000000.0,65.3889305025674
japan,30.0,1982,jpn,697.0,176849.0,743009.0,29.8377990722656,9575.608994920512,118480000.0,439000000.0,66.6092310464186
japan,28.5,1983,jpn,465.0,30871.0,1222334.0,29.1943397521973,10421.213898219501,119307000.0,416000000.0,67.0381829560359
japan,45.0,1984,jpn,34.0,9.0,121137.0,28.7035007476807,10978.919805530006,120083000.0,-10000000.0,66.2811780884655
japan,35.0,1985,jpn,569.0,30200.0,270708.0,29.2574195861816,11576.690494971508,120837000.0,608713150.2163,65.6462060433854
japan,29.0,1986,jpn,88.0,177358.0,5874011.0,27.6399192810059,17113.2589392528,121482000.0,242107761.69,65.2385088171305
japan,63.5,1987,jpn,10.0,87662.0,0.0,27.7797107696533,20748.990924452817,122069000.0,1177422254.1794,65.2242728512376
japan,94.5,1988,jpn,78.0,0.0,0.0,28.5227203369141,25059.013951521956,122578000.0,-483800486.9218,64.02868035277
japan,78.0,1989,jpn,80.0,0.0,0.0,28.9983501434326,24822.772568372446,123069000.0,-1059696732.4809,63.8116468268445
japan,105.0,1990,jpn,67.0,148366.0,12796254.0,28.3045101165771,25371.46417052464,123478000.0,1806039007.68,63.7839422096614
japan,89.0,1991,jpn,223.0,101857.0,21695816.0,28.9670906066895,28915.015359863104,123964000.0,1284268820.477,63.3154117597024
japan,127.5,1992,jpn,21.0,40624.0,334751.0,29.4865608215332,31414.976368939235,124425000.0,2755603982.5978,64.444269015545
japan,158.6667,1994,jpn,274.0,1919.0,348283.0,38.4202690124512,39933.512777351345,125178000.0,888384470.8829,67.4781436717301
japan,173.0,1995,jpn,5313.0,561127.0,192244571.0,39.7703018188477,44197.628890757675,125472000.0,41463072.3499,67.8235513459678
japan,466.3333,1998,jpn,57.0,74027.0,5988345.0,45.2566986083984,32423.755448254236,126400000.0,2512021924.4741,68.6647502858355
japan,568.5833,1999,jpn,101.0,372083.0,8972465.0,46.8638801574707,36610.16670929685,126631000.0,14780510030.7061,70.3141193997234
japan,7056.0595,2013,jpn,430.0,131028.0,279143.0,62.8381881713867,40898.64789647444,127445000.0,10648441636.2071,77.9928311466509
japan,6503.3269,2014,jpn,301.0,61075.0,8259096.0,62.7269897460938,38475.39524618382,127276000.0,19752249424.0871,77.5577618824582
japan,6155.75,2015,jpn,71.0,120946.0,2012877.0,62.4726600646973,34960.63938433849,127141000.0,5252218412.39172,75.3885407995022
japan,5948.4167,2016,jpn,116.0,436555.0,70966669.0,63.1872291564941,39375.47316207813,127076000.0,40954181468.5533,74.3587294250949
japan,5852.5833,2017,jpn,62.0,44799.0,2629026.0,62.4629783630371,38834.05293412266,126972000.0,18802251208.1069,74.0255083867771
japan,5767.3333,2018,jpn,446.0,1602402.0,36129262.0,62.2089385986328,39751.13309827112,126811000.0,25289367857.8518,74.3383262960447
japan,6054.1667,2019,jpn,288.0,538220.0,30002973.0,62.1184997558594,40415.956764954695,126633000.0,39960544340.0141,74.4996870467465
japan,5137.15,2020,jpn,97.0,250174.0,6784595.0,62.1358413696289,39986.92862870905,126261000.0,62584719398.0912,75.0057690623919
spain,0.0,1978,esp,252.0,200.0,112157.0,22.977029800415,4356.439220311961,36864898.0,1178156262.29804,75.9656447697875
spain,0.0,1979,esp,92.0,120.0,0.0,21.3254203796387,5770.2146138646285,37191330.0,1396810448.79965,77.0573090263882
spain,1.0,1980,esp,197.0,90.0,5326915.0,22.5938205718994,6208.578019081396,37491165.0,1492697189.6098,78.9330074976452
spain,0.0,1981,esp,340.0,20000.0,4699214.0,22.7622299194336,5371.1664364098415,37758631.0,1706766879.37235,80.3483298576067
spain,0.0,1982,esp,117.0,226600.0,2820404.0,23.1640090942383,5159.708645001423,37986012.0,1782685065.75119,80.2028034150194
spain,0.0,1983,esp,399.0,507662.0,11459377.0,23.6216907501221,4478.500285614714,38171525.0,1622388936.13354,80.0095171060148
spain,0.0,1984,esp,26.0,60060.0,2819966.0,25.2274703979492,4489.9889385481365,38330364.0,1771829759.76171,78.3579108531628
spain,1.0,1985,esp,222.0,300.0,0.0,26.3302993774414,4699.655763672736,38469512.0,1967804468.48446,78.3554847267092
spain,1.0,1987,esp,66.0,2003.0,3325126.0,29.8532009124756,8239.6138016479,38684815.0,4570700793.28043,77.8844025308345
spain,1.0,1989,esp,45.0,0.0,885283.0,33.8663291931152,10681.971202925715,38827764.0,8428379548.62269,77.7315266586257
spain,4.5,1990,esp,83.0,6000026.0,10079318.0,35.7917213439941,13804.876786993662,38867322.0,13983611812.0265,77.5902680932701
spain,6.5,1991,esp,17.0,50.0,0.0,37.3971290588379,14811.902819488056,38966376.0,12492782828.6164,78.2041374865666
spain,3.0,1992,esp,63.0,42.0,0.0,39.4273986816406,16112.188915215569,39157685.0,13275723087.2105,79.7835759616938
spain,10.0,1993,esp,40.0,0.0,0.0,41.0119018554688,13339.908563674959,39361262.0,10808165172.6317,80.2473161677416
spain,14.5,1994,esp,42.0,16647.0,0.0,43.4662208557129,13415.287001045564,39549108.0,8772628136.87355,79.4363654660976
spain,16.5,1995,esp,44.0,70.0,1583083.0,44.7768516540527,15471.962716535027,39724050.0,8281607344.6532,78.6023517764249
spain,17.0,1996,esp,115.0,4227.0,1127519.0,46.6587181091309,16109.084398528403,39889852.0,9801379213.11597,77.953937322543
spain,29.0,1997,esp,72.0,2227.0,9116.0,49.511531829834,14730.797175204621,40057389.0,9433660064.59714,77.215618909696
spain,38.5,1998,esp,30.0,46675.0,292833.0,52.0999488830566,15394.351462824874,40223509.0,15714658309.111,76.5304599158623
spain,31.1667,1999,esp,35.0,44.0,5875065.0,54.7169303894043,15720.64050160609,40386875.0,19628574139.8537,76.3957409735733
spain,50.5,2000,esp,87.0,1334.0,127463.0,58.4075393676758,14749.687424876578,40567864.0,40509751188.4293,76.3152329779533
spain,47.1667,2001,esp,106.0,776.0,119001.0,61.0042190551758,15369.001159944371,40850412.0,28909416991.4693,75.8148797491558
spain,57.5833,2002,esp,33.0,1802.0,16347032.0,63.7400817871094,17106.68657665803,41431558.0,39359708554.1526,75.3069833714005
spain,48.2,2003,esp,15162.0,246.0,1399971.0,65.5322113037109,21510.83624540113,42187645.0,30744905690.6608,74.7024054366008
spain,67.8333,2004,esp,39.0,1700.0,26781.0,67.4735717773438,24907.00085058565,42921895.0,25268192650.5771,75.4148355260479
spain,92.0,2005,esp,38.0,1.0,3072033.0,68.1358337402344,26429.150944931913,43653155.0,27007774843.3639,75.4165871395805
spain,149.0,2006,esp,68.0,39.0,956684.0,68.9646224975586,28389.078579987294,44397319.0,32927841460.4151,75.1291811404999
spain,181.5152,2007,esp,62.0,4479.0,564583.0,69.2297668457031,32591.350306587105,45226803.0,68229666915.1456,75.3359013480683
spain,198.75,2008,esp,183.0,41.0,0.0,69.4019393920898,35510.72223127011,45954106.0,74088629877.4064,76.280912557535
spain,224.1667,2009,esp,20.0,0.0,2591834.0,71.4311676025391,32169.502854858267,46362946.0,9549813317.16403,77.5681435824349
spain,299.4095,2010,esp,17.0,40.0,456318.0,76.3829116821289,30532.48050816631,46576897.0,36609340306.4933,78.7218155156711
spain,284.6667,2011,esp,33.0,17700.0,260208.0,80.7240905761719,31677.900308365388,46742697.0,26832032514.6508,79.1513711230791
spain,268.6548,2012,esp,14.0,641.0,503492.0,82.89208984375,28322.946592327575,46773055.0,20848479095.5802,79.499255167277
spain,260.5833,2013,esp,79.0,740.0,173364.0,85.2132568359375,29077.18205575657,46620045.0,47373243838.9588,78.8622649476769
spain,257.5833,2014,esp,17.0,28.0,0.0,88.0015563964844,29513.65118004002,46480882.0,32943256862.6093,79.0081037528278
spain,216.5,2015,esp,19.0,159.0,2469.0,88.5742492675781,25754.361029439977,46444832.0,23037070821.4533,77.974050452095
spain,194.0,2016,esp,18.0,184.0,60968.0,89.8067779541016,26537.159489454905,46484062.0,44253339407.6722,77.2714057536656
spain,176.1286,2017,esp,4.0,1500.0,0.0,91.8877410888672,28185.321367197186,46593236.0,31565354023.7855,76.9951965260836
spain,202.75,2018,esp,24.0,316.0,174819.0,92.1748886108398,30379.72111264171,46797754.0,58626179994.9911,76.8170524953504
spain,183.0,2019,esp,27.0,3823.0,2928180.0,91.020263671875,29581.51855132934,47134837.0,25880652698.1596,76.2306776404582
spain,165.6667,2020,esp,17.0,2000.0,356191.0,90.9548492431641,26959.675436732177,47365655.0,36630335495.6506,78.0914379674891
spain,199.4,2021,esp,33.0,250.0,2204337.0,94.5903778076172,30103.513733190994,47415750.0,43909506910.5327,77.4485596707819
united kingdom,0.0,1977,gbr,6.0,0.0,4829.0,18.665340423584,4681.668592819281,56193492.0,4426545753.96917,86.3991884150223
united kingdom,5.0,1978,gbr,12.0,99.0,0.0,18.5167503356934,5976.885651104707,56196504.0,3787370849.09204,85.3301884530409
united kingdom,19.5,1980,gbr,18.0,10087.0,0.0,18.3573207855225,10032.178675240524,56314216.0,10122844315.8157,85.9700802560295
